,invoice_date,product,region,retailer,sales_method,state,price_per_unit,total_sales,units_sold,year,month
8484,2021-07-13,Women's Athletic Footwear,Northeast,Sports Direct,0,Massachusetts,34,26,8,2021,7
8485,2021-01-17,Women's Athletic Footwear,Northeast,Sports Direct,0,Rhode Island,25,8,3,2021,1
8486,2021-06-12,Women's Athletic Footwear,Northeast,Sports Direct,0,Rhode Island,34,26,8,2021,6
8487,2021-07-11,Women's Athletic Footwear,Northeast,Sports Direct,0,Rhode Island,36,24,7,2021,7
8488,2021-03-03,Women's Street Footwear,Northeast,Sports Direct,0,Connecticut,23,17,8,2021,3
8489,2021-03-09,Women's Street Footwear,Northeast,Sports Direct,0,Connecticut,33,21,6,2021,3
8490,2021-05-06,Women's Street Footwear,Northeast,Sports Direct,0,Connecticut,35,34,10,2021,5
8491,2021-03-07,Women's Street Footwear,Northeast,Sports Direct,0,Connecticut,29,32,11,2021,3
8492,2021-03-05,Women's Street Footwear,Northeast,Sports Direct,0,Connecticut,32,27,8,2021,3
8493,2021-04-08,Women's Street Footwear,Northeast,Sports Direct,0,Connecticut,36,39,11,2021,4
8494,2021-04-04,Women's Street Footwear,Northeast,Sports Direct,0,Connecticut,20,13,6,2021,4
8495,2021-05-10,Women's Street Footwear,Northeast,Sports Direct,0,Connecticut,36,22,6,2021,5
8496,2021-09-13,Women's Street Footwear,Northeast,Sports Direct,0,Massachusetts,30,14,5,2021,9
8497,2021-07-13,Women's Street Footwear,Northeast,Sports Direct,0,Massachusetts,32,28,9,2021,7
8498,2021-10-15,Women's Street Footwear,Northeast,Sports Direct,0,Massachusetts,41,16,4,2021,10
8499,2021-04-14,Women's Street Footwear,Northeast,Sports Direct,0,Massachusetts,22,11,5,2021,4
8500,2021-08-14,Women's Street Footwear,Northeast,Sports Direct,0,Massachusetts,29,25,9,2021,8
8501,2021-05-13,Women's Street Footwear,Northeast,Sports Direct,0,Massachusetts,30,20,7,2021,5
8502,2021-06-15,Women's Street Footwear,Northeast,Sports Direct,0,Massachusetts,36,27,8,2021,6
8503,2021-03-13,Women's Street Footwear,Northeast,Sports Direct,0,Massachusetts,23,14,6,2021,3
8504,2021-01-17,Women's Street Footwear,Northeast,Sports Direct,0,Rhode Island,22,17,8,2021,1
8505,2021-02-15,Women's Street Footwear,Northeast,Sports Direct,0,Rhode Island,24,17,7,2021,2
8506,2021-07-11,Women's Street Footwear,Northeast,Sports Direct,0,Rhode Island,37,25,7,2021,7
8507,2021-06-12,Women's Street Footwear,Northeast,Sports Direct,0,Rhode Island,40,35,9,2021,6
8508,2020-04-25,Men's Apparel,Northeast,Walmart,0,New York,51,147,29,2020,4
8509,2020-04-17,Men's Apparel,Northeast,Walmart,0,New York,43,120,28,2020,4
8510,2020-01-05,Men's Apparel,Northeast,Walmart,0,New York,47,132,28,2020,1
8511,2020-04-23,Men's Apparel,Northeast,Walmart,0,New York,44,139,32,2020,4
8512,2020-07-05,Men's Apparel,Northeast,Walmart,0,New York,48,134,28,2020,7
8513,2020-04-20,Men's Athletic Footwear,Northeast,Walmart,0,New York,43,151,35,2020,4
8514,2020-04-05,Men's Athletic Footwear,Northeast,Walmart,0,New York,43,133,31,2020,4
8515,2020-04-28,Men's Athletic Footwear,Northeast,Walmart,0,New York,40,125,31,2020,4
8516,2020-04-19,Men's Street Footwear,Northeast,Walmart,0,New York,39,159,41,2020,4
8517,2020-04-27,Men's Street Footwear,Northeast,Walmart,0,New York,46,185,40,2020,4
8518,2020-03-05,Men's Street Footwear,Northeast,Walmart,0,New York,48,202,42,2020,3
8519,2020-04-26,Women's Apparel,Northeast,Walmart,0,New York,50,165,33,2020,4
8520,2020-02-05,Women's Apparel,Northeast,Walmart,0,New York,53,171,32,2020,2
8521,2020-04-24,Women's Apparel,Northeast,Walmart,0,New York,45,158,35,2020,4
8522,2020-07-18,Women's Apparel,Northeast,Walmart,0,New York,48,163,34,2020,7
8523,2020-04-18,Women's Apparel,Northeast,Walmart,0,New York,48,170,36,2020,4
8524,2020-04-30,Women's Athletic Footwear,Northeast,Walmart,0,New York,41,111,27,2020,4
8525,2020-04-22,Women's Athletic Footwear,Northeast,Walmart,0,New York,34,104,31,2020,4
8526,2020-06-05,Women's Athletic Footwear,Northeast,Walmart,0,New York,41,125,31,2020,6
8527,2020-04-21,Women's Street Footwear,Northeast,Walmart,0,New York,36,113,32,2020,4
8528,2020-05-05,Women's Street Footwear,Northeast,Walmart,0,New York,42,140,33,2020,5
8529,2020-04-29,Women's Street Footwear,Northeast,Walmart,0,New York,43,126,29,2020,4
8530,2021-11-11,Men's Athletic Footwear,Northeast,West Gear,0,Vermont,47,46,10,2021,11
8531,2021-11-11,Men's Street Footwear,Northeast,West Gear,0,Vermont,54,76,14,2021,11
8532,2021-12-10,Women's Apparel,Northeast,West Gear,0,Vermont,54,49,9,2021,12
8533,2021-11-11,Women's Street Footwear,Northeast,West Gear,0,Vermont,46,47,10,2021,11
8534,2021-10-13,Men's Athletic Footwear,South,Amazon,0,Alabama,40,1000,25,2021,10
8535,2021-10-13,Men's Athletic Footwear,South,Amazon,0,Alabama,30,26,9,2021,10
8536,2021-12-10,Men's Street Footwear,South,Amazon,0,Alabama,40,1800,45,2021,12
8537,2021-12-10,Men's Street Footwear,South,Amazon,0,Alabama,27,38,14,2021,12
8538,2021-10-15,Women's Athletic Footwear,South,Amazon,0,Alabama,35,350,10,2021,10
8539,2021-10-15,Women's Athletic Footwear,South,Amazon,0,Alabama,25,8,3,2021,10
8540,2021-10-14,Women's Street Footwear,South,Amazon,0,Alabama,30,750,25,2021,10
8541,2021-10-14,Women's Street Footwear,South,Amazon,0,Alabama,23,19,8,2021,10
8542,2021-03-16,Men's Apparel,South,Foot Locker,0,Mississippi,25,26,10,2021,3
8543,2021-06-18,Men's Apparel,South,Foot Locker,0,Mississippi,47,63,14,2021,6
8544,2021-02-18,Men's Apparel,South,Foot Locker,0,Mississippi,26,35,14,2021,2
8545,2021-04-17,Men's Apparel,South,Foot Locker,0,Mississippi,30,29,10,2021,4
8546,2021-05-16,Men's Apparel,South,Foot Locker,0,Mississippi,34,45,13,2021,5
8547,2021-03-16,Men's Athletic Footwear,South,Foot Locker,0,Mississippi,20,26,13,2021,3
8548,2021-06-18,Men's Athletic Footwear,South,Foot Locker,0,Mississippi,29,44,15,2021,6
8549,2021-04-17,Men's Athletic Footwear,South,Foot Locker,0,Mississippi,20,23,12,2021,4
8550,2021-05-16,Men's Athletic Footwear,South,Foot Locker,0,Mississippi,28,39,14,2021,5
8551,2021-05-22,Men's Athletic Footwear,South,Foot Locker,0,Tennessee,35,788,23,2021,5
8552,2021-05-22,Men's Athletic Footwear,South,Foot Locker,0,Tennessee,23,16,7,2021,5
8553,2021-10-23,Men's Athletic Footwear,South,Foot Locker,0,Texas,34,23,7,2021,10
8554,2021-05-16,Men's Street Footwear,South,Foot Locker,0,Mississippi,27,64,24,2021,5
8555,2021-04-17,Men's Street Footwear,South,Foot Locker,0,Mississippi,19,42,22,2021,4
8556,2021-06-18,Men's Street Footwear,South,Foot Locker,0,Mississippi,31,82,26,2021,6
8557,2021-03-16,Men's Street Footwear,South,Foot Locker,0,Mississippi,20,45,22,2021,3
8558,2021-07-16,Men's Street Footwear,South,Foot Locker,0,Mississippi,47,136,29,2021,7
8559,2021-05-21,Men's Street Footwear,South,Foot Locker,0,Tennessee,35,1488,43,2021,5
8560,2021-05-21,Men's Street Footwear,South,Foot Locker,0,Tennessee,27,38,14,2021,5
8561,2021-10-22,Men's Street Footwear,South,Foot Locker,0,Texas,34,44,13,2021,10
8562,2021-04-17,Women's Apparel,South,Foot Locker,0,Mississippi,22,32,15,2021,4
8563,2021-06-18,Women's Apparel,South,Foot Locker,0,Mississippi,51,112,22,2021,6
8564,2021-03-16,Women's Apparel,South,Foot Locker,0,Mississippi,17,23,14,2021,3
8565,2021-05-16,Women's Apparel,South,Foot Locker,0,Mississippi,35,53,15,2021,5
8566,2021-02-18,Women's Apparel,South,Foot Locker,0,Mississippi,20,32,16,2021,2
8567,2021-04-17,Women's Athletic Footwear,South,Foot Locker,0,Mississippi,16,15,10,2021,4
8568,2021-06-18,Women's Athletic Footwear,South,Foot Locker,0,Mississippi,34,51,15,2021,6
8569,2021-03-16,Women's Athletic Footwear,South,Foot Locker,0,Mississippi,15,13,9,2021,3
8570,2021-02-18,Women's Athletic Footwear,South,Foot Locker,0,Mississippi,19,19,10,2021,2
8571,2021-05-16,Women's Athletic Footwear,South,Foot Locker,0,Mississippi,24,28,12,2021,5
8572,2021-05-24,Women's Athletic Footwear,South,Foot Locker,0,Tennessee,30,225,8,2021,5
8573,2021-05-24,Women's Athletic Footwear,South,Foot Locker,0,Tennessee,22,5,2,2021,5
8574,2021-10-25,Women's Athletic Footwear,South,Foot Locker,0,Texas,28,6,2,2021,10
8575,2021-05-16,Women's Street Footwear,South,Foot Locker,0,Mississippi,26,35,14,2021,5
8576,2021-04-17,Women's Street Footwear,South,Foot Locker,0,Mississippi,11,14,12,2021,4
8577,2021-06-18,Women's Street Footwear,South,Foot Locker,0,Mississippi,33,52,16,2021,6
8578,2021-03-16,Women's Street Footwear,South,Foot Locker,0,Mississippi,11,15,14,2021,3
8579,2021-05-23,Women's Street Footwear,South,Foot Locker,0,Tennessee,25,563,23,2021,5
8580,2021-05-23,Women's Street Footwear,South,Foot Locker,0,Tennessee,19,14,7,2021,5
8581,2021-10-24,Women's Street Footwear,South,Foot Locker,0,Texas,28,20,7,2021,10
8582,2021-12-16,Men's Apparel,South,Sports Direct,0,Mississippi,54,85,16,2021,12
8583,2021-11-17,Men's Apparel,South,Sports Direct,0,Mississippi,59,78,13,2021,11
8584,2021-12-16,Men's Athletic Footwear,South,Sports Direct,0,Mississippi,44,88,20,2021,12
8585,2021-11-17,Men's Athletic Footwear,South,Sports Direct,0,Mississippi,15,23,15,2021,11
8586,2021-11-17,Men's Street Footwear,South,Sports Direct,0,Mississippi,22,45,21,2021,11
8587,2021-12-16,Men's Street Footwear,South,Sports Direct,0,Mississippi,48,123,26,2021,12
8588,2021-10-18,Women's Apparel,South,Sports Direct,0,Mississippi,27,44,16,2021,10
8589,2021-12-16,Women's Apparel,South,Sports Direct,0,Mississippi,53,94,18,2021,12
8590,2021-11-17,Women's Apparel,South,Sports Direct,0,Mississippi,51,86,17,2021,11
8591,2021-11-17,Women's Athletic Footwear,South,Sports Direct,0,Mississippi,43,66,15,2021,11
8592,2021-12-16,Women's Athletic Footwear,South,Sports Direct,0,Mississippi,41,59,14,2021,12
8593,2021-11-17,Women's Street Footwear,South,Sports Direct,0,Mississippi,22,26,12,2021,11
8594,2021-12-16,Women's Street Footwear,South,Sports Direct,0,Mississippi,43,68,16,2021,12
8595,2021-07-16,Men's Apparel,South,Walmart,0,Mississippi,46,69,15,2021,7
8596,2021-09-16,Men's Apparel,South,Walmart,0,Mississippi,22,29,13,2021,9
8597,2021-10-18,Men's Apparel,South,Walmart,0,Mississippi,25,26,11,2021,10
8598,2021-08-17,Men's Apparel,South,Walmart,0,Mississippi,35,55,16,2021,8
8599,2021-10-18,Men's Athletic Footwear,South,Walmart,0,Mississippi,17,28,17,2021,10
8600,2021-07-16,Men's Athletic Footwear,South,Walmart,0,Mississippi,42,81,19,2021,7
8601,2021-09-16,Men's Athletic Footwear,South,Walmart,0,Mississippi,33,52,16,2021,9
8602,2021-08-17,Men's Athletic Footwear,South,Walmart,0,Mississippi,44,87,20,2021,8
8603,2021-09-16,Men's Street Footwear,South,Walmart,0,Mississippi,40,93,23,2021,9
8604,2021-08-17,Men's Street Footwear,South,Walmart,0,Mississippi,41,105,26,2021,8
8605,2021-10-18,Men's Street Footwear,South,Walmart,0,Mississippi,24,52,22,2021,10
8606,2021-07-16,Women's Apparel,South,Walmart,0,Mississippi,49,102,21,2021,7
8607,2021-08-17,Women's Apparel,South,Walmart,0,Mississippi,42,87,21,2021,8
8608,2021-09-16,Women's Apparel,South,Walmart,0,Mississippi,26,42,16,2021,9
8609,2021-08-17,Women's Athletic Footwear,South,Walmart,0,Mississippi,32,47,15,2021,8
8610,2021-07-16,Women's Athletic Footwear,South,Walmart,0,Mississippi,33,47,14,2021,7
8611,2021-09-16,Women's Athletic Footwear,South,Walmart,0,Mississippi,16,19,12,2021,9
8612,2021-10-18,Women's Athletic Footwear,South,Walmart,0,Mississippi,20,22,11,2021,10
8613,2021-07-16,Women's Street Footwear,South,Walmart,0,Mississippi,37,62,17,2021,7
8614,2021-08-17,Women's Street Footwear,South,Walmart,0,Mississippi,37,66,18,2021,8
8615,2021-09-16,Women's Street Footwear,South,Walmart,0,Mississippi,15,22,15,2021,9
8616,2021-10-18,Women's Street Footwear,South,Walmart,0,Mississippi,19,23,12,2021,10
8617,2021-09-01,Men's Apparel,Southeast,Foot Locker,0,Georgia,35,86,25,2021,9
8618,2021-07-02,Men's Athletic Footwear,Southeast,Foot Locker,0,Georgia,27,67,25,2021,7
8619,2021-09-01,Men's Athletic Footwear,Southeast,Foot Locker,0,Georgia,30,77,26,2021,9
8620,2021-09-01,Men's Street Footwear,Southeast,Foot Locker,0,Georgia,26,91,35,2021,9
8621,2021-07-02,Men's Street Footwear,Southeast,Foot Locker,0,Georgia,31,117,38,2021,7
8622,2021-09-01,Women's Apparel,Southeast,Foot Locker,0,Georgia,30,84,28,2021,9
8623,2021-09-01,Women's Athletic Footwear,Southeast,Foot Locker,0,Georgia,25,52,21,2021,9
8624,2021-07-02,Women's Street Footwear,Southeast,Foot Locker,0,Georgia,21,52,25,2021,7
8625,2021-09-01,Women's Street Footwear,Southeast,Foot Locker,0,Georgia,24,63,26,2021,9
8626,2021-01-19,Men's Apparel,Southeast,Sports Direct,0,Virginia,30,42,14,2021,1
8627,2021-02-17,Men's Athletic Footwear,Southeast,Sports Direct,0,Virginia,27,41,15,2021,2
8628,2021-01-19,Men's Athletic Footwear,Southeast,Sports Direct,0,Virginia,28,52,19,2021,1
8629,2021-01-19,Men's Street Footwear,Southeast,Sports Direct,0,Virginia,23,54,23,2021,1
8630,2021-02-17,Men's Street Footwear,Southeast,Sports Direct,0,Virginia,26,67,26,2021,2
8631,2021-01-19,Women's Apparel,Southeast,Sports Direct,0,Virginia,25,48,19,2021,1
8632,2021-01-19,Women's Athletic Footwear,Southeast,Sports Direct,0,Virginia,21,29,14,2021,1
8633,2021-01-19,Women's Street Footwear,Southeast,Sports Direct,0,Virginia,18,32,18,2021,1
8634,2021-02-17,Women's Street Footwear,Southeast,Sports Direct,0,Virginia,17,29,17,2021,2
8635,2021-12-01,Men's Apparel,Southeast,West Gear,0,Florida,36,69,19,2021,12
8636,2021-12-01,Men's Athletic Footwear,Southeast,West Gear,0,Florida,36,80,22,2021,12
8637,2021-10-02,Men's Athletic Footwear,Southeast,West Gear,0,Florida,31,51,17,2021,10
8638,2021-10-02,Men's Street Footwear,Southeast,West Gear,0,Florida,36,104,29,2021,10
8639,2021-12-01,Men's Street Footwear,Southeast,West Gear,0,Florida,30,82,27,2021,12
8640,2021-12-01,Women's Apparel,Southeast,West Gear,0,Florida,35,77,22,2021,12
8641,2021-12-01,Women's Athletic Footwear,Southeast,West Gear,0,Florida,30,51,17,2021,12
8642,2021-12-01,Women's Street Footwear,Southeast,West Gear,0,Florida,26,53,20,2021,12
8643,2021-10-02,Women's Street Footwear,Southeast,West Gear,0,Florida,23,47,20,2021,10
8644,2021-01-06,Men's Athletic Footwear,West,Foot Locker,0,California,31,28,9,2021,1
8645,2021-05-31,Men's Street Footwear,West,Foot Locker,0,California,36,53,15,2021,5
8646,2021-03-06,Women's Athletic Footwear,West,Foot Locker,0,California,27,11,4,2021,3
8647,2021-02-06,Women's Street Footwear,West,Foot Locker,0,California,24,23,9,2021,2
8648,2021-11-06,Men's Apparel,West,West Gear,0,Utah,24,32,13,2021,11
8649,2021-11-11,Men's Apparel,West,West Gear,0,Utah,28,34,12,2021,11
8650,2021-10-07,Men's Apparel,West,West Gear,0,Utah,28,39,14,2021,10
8651,2021-11-10,Men's Apparel,West,West Gear,0,Utah,20,17,9,2021,11
8652,2021-11-08,Men's Apparel,West,West Gear,0,Utah,23,25,11,2021,11
8653,2021-11-04,Men's Apparel,West,West Gear,0,Utah,24,21,9,2021,11
8654,2021-10-03,Men's Apparel,West,West Gear,0,Utah,28,25,9,2021,10
8655,2021-12-09,Men's Apparel,West,West Gear,0,Utah,16,18,11,2021,12
8656,2021-10-12,Men's Apparel,West,West Gear,0,Utah,27,33,12,2021,10
8657,2021-11-02,Men's Apparel,West,West Gear,0,Utah,28,34,12,2021,11
8658,2021-12-05,Men's Apparel,West,West Gear,0,Utah,29,26,9,2021,12
8659,2021-11-04,Men's Athletic Footwear,West,West Gear,0,Utah,20,22,11,2021,11
8660,2021-12-09,Men's Athletic Footwear,West,West Gear,0,Utah,19,30,16,2021,12
8661,2021-11-11,Men's Athletic Footwear,West,West Gear,0,Utah,14,19,14,2021,11
8662,2021-10-07,Men's Athletic Footwear,West,West Gear,0,Utah,20,36,18,2021,10
8663,2021-11-10,Men's Athletic Footwear,West,West Gear,0,Utah,14,18,13,2021,11
8664,2021-11-06,Men's Athletic Footwear,West,West Gear,0,Utah,18,24,13,2021,11
8665,2021-10-03,Men's Athletic Footwear,West,West Gear,0,Utah,22,23,11,2021,10
8666,2021-12-05,Men's Athletic Footwear,West,West Gear,0,Utah,22,28,13,2021,12
8667,2021-10-12,Men's Athletic Footwear,West,West Gear,0,Utah,22,37,17,2021,10
8668,2021-11-08,Men's Athletic Footwear,West,West Gear,0,Utah,28,50,18,2021,11
8669,2021-10-03,Men's Street Footwear,West,West Gear,0,Utah,20,46,23,2021,10
8670,2021-11-06,Men's Street Footwear,West,West Gear,0,Utah,21,44,21,2021,11
8671,2021-11-11,Men's Street Footwear,West,West Gear,0,Utah,22,36,17,2021,11
8672,2021-12-05,Men's Street Footwear,West,West Gear,0,Utah,27,62,23,2021,12
8673,2021-10-07,Men's Street Footwear,West,West Gear,0,Utah,28,69,25,2021,10
8674,2021-12-09,Men's Street Footwear,West,West Gear,0,Utah,23,52,23,2021,12
8675,2021-11-04,Men's Street Footwear,West,West Gear,0,Utah,20,39,19,2021,11
8676,2021-10-12,Men's Street Footwear,West,West Gear,0,Utah,29,67,23,2021,10
8677,2021-11-10,Men's Street Footwear,West,West Gear,0,Utah,24,48,20,2021,11
8678,2021-11-08,Men's Street Footwear,West,West Gear,0,Utah,27,67,25,2021,11
8679,2021-11-04,Women's Apparel,West,West Gear,0,Utah,20,27,14,2021,11
8680,2021-10-12,Women's Apparel,West,West Gear,0,Utah,29,49,17,2021,10
8681,2021-11-10,Women's Apparel,West,West Gear,0,Utah,25,35,14,2021,11
8682,2021-11-06,Women's Apparel,West,West Gear,0,Utah,32,61,19,2021,11
8683,2021-11-02,Women's Apparel,West,West Gear,0,Utah,18,27,15,2021,11
8684,2021-10-07,Women's Apparel,West,West Gear,0,Utah,32,65,20,2021,10
8685,2021-11-11,Women's Apparel,West,West Gear,0,Utah,35,55,16,2021,11
8686,2021-12-09,Women's Apparel,West,West Gear,0,Utah,18,24,13,2021,12
8687,2021-10-03,Women's Apparel,West,West Gear,0,Utah,21,29,14,2021,10
8688,2021-11-08,Women's Apparel,West,West Gear,0,Utah,27,50,18,2021,11
8689,2021-12-05,Women's Apparel,West,West Gear,0,Utah,32,41,13,2021,12
8690,2021-11-11,Women's Athletic Footwear,West,West Gear,0,Utah,15,19,12,2021,11
8691,2021-11-02,Women's Athletic Footwear,West,West Gear,0,Utah,16,15,9,2021,11
8692,2021-10-03,Women's Athletic Footwear,West,West Gear,0,Utah,20,15,8,2021,10
8693,2021-10-12,Women's Athletic Footwear,West,West Gear,0,Utah,22,30,14,2021,10
8694,2021-11-06,Women's Athletic Footwear,West,West Gear,0,Utah,13,17,13,2021,11
8695,2021-12-05,Women's Athletic Footwear,West,West Gear,0,Utah,19,18,9,2021,12
8696,2021-11-04,Women's Athletic Footwear,West,West Gear,0,Utah,14,11,8,2021,11
8697,2021-12-09,Women's Athletic Footwear,West,West Gear,0,Utah,7,8,11,2021,12
8698,2021-11-10,Women's Athletic Footwear,West,West Gear,0,Utah,13,12,9,2021,11
8699,2021-11-08,Women's Athletic Footwear,West,West Gear,0,Utah,14,17,12,2021,11
8700,2021-10-07,Women's Athletic Footwear,West,West Gear,0,Utah,16,20,13,2021,10
8701,2021-11-06,Women's Street Footwear,West,West Gear,0,Utah,13,17,13,2021,11
8702,2021-10-12,Women's Street Footwear,West,West Gear,0,Utah,20,31,15,2021,10
8703,2021-12-05,Women's Street Footwear,West,West Gear,0,Utah,19,21,11,2021,12
8704,2021-10-03,Women's Street Footwear,West,West Gear,0,Utah,16,22,14,2021,10
8705,2021-10-07,Women's Street Footwear,West,West Gear,0,Utah,19,30,16,2021,10
8706,2021-11-04,Women's Street Footwear,West,West Gear,0,Utah,10,11,11,2021,11
8707,2021-11-10,Women's Street Footwear,West,West Gear,0,Utah,13,12,9,2021,11
8708,2021-11-08,Women's Street Footwear,West,West Gear,0,Utah,23,36,16,2021,11
8709,2021-12-09,Women's Street Footwear,West,West Gear,0,Utah,7,7,11,2021,12
8710,2021-11-11,Women's Street Footwear,West,West Gear,0,Utah,14,15,11,2021,11
8711,2021-03-17,Men's Apparel,West,Kohl's,0,California,40,56,14,2021,3
8712,2021-05-23,Men's Apparel,West,Kohl's,0,California,46,94,20,2021,5
8713,2021-03-23,Men's Apparel,West,Kohl's,0,California,36,46,13,2021,3
8714,2021-11-03,Men's Apparel,West,Kohl's,0,California,36,56,16,2021,11
8715,2021-04-17,Men's Apparel,West,Kohl's,0,California,38,53,14,2021,4
8716,2021-04-29,Men's Apparel,West,Kohl's,0,California,38,85,22,2021,4
8717,2021-04-23,Men's Apparel,West,Kohl's,0,California,39,64,17,2021,4
8718,2021-11-04,Men's Apparel,West,Kohl's,0,California,38,57,15,2021,11
8719,2021-05-29,Men's Apparel,West,Kohl's,0,California,43,94,22,2021,5
8720,2021-05-05,Men's Apparel,West,Kohl's,0,California,43,99,23,2021,5
8721,2021-11-05,Men's Apparel,West,Kohl's,0,California,44,86,20,2021,11
8722,2021-05-17,Men's Apparel,West,Kohl's,0,California,46,97,21,2021,5
8723,2021-08-05,Men's Athletic Footwear,West,Kohl's,0,California,39,103,26,2021,8
8724,2021-03-20,Men's Athletic Footwear,West,Kohl's,0,California,36,82,23,2021,3
8725,2021-05-26,Men's Athletic Footwear,West,Kohl's,0,California,42,121,29,2021,5
8726,2021-08-04,Men's Athletic Footwear,West,Kohl's,0,California,34,71,21,2021,8
8727,2021-04-26,Men's Athletic Footwear,West,Kohl's,0,California,37,101,27,2021,4
8728,2021-04-14,Men's Athletic Footwear,West,Kohl's,0,California,34,75,22,2021,4
8729,2021-04-20,Men's Athletic Footwear,West,Kohl's,0,California,35,79,23,2021,4
8730,2021-05-20,Men's Athletic Footwear,West,Kohl's,0,California,42,111,26,2021,5
8731,2021-05-14,Men's Athletic Footwear,West,Kohl's,0,California,43,114,26,2021,5
8732,2021-03-14,Men's Athletic Footwear,West,Kohl's,0,California,30,65,22,2021,3
8733,2021-02-05,Men's Athletic Footwear,West,Kohl's,0,California,41,108,26,2021,2
8734,2021-02-18,Men's Athletic Footwear,West,Kohl's,0,California,35,78,22,2021,2
8735,2021-03-19,Men's Street Footwear,West,Kohl's,0,California,24,63,26,2021,3
8736,2021-04-19,Men's Street Footwear,West,Kohl's,0,California,36,107,30,2021,4
8737,2021-01-05,Men's Street Footwear,West,Kohl's,0,California,36,110,31,2021,1
8738,2021-03-13,Men's Street Footwear,West,Kohl's,0,California,28,67,24,2021,3
8739,2021-07-04,Men's Street Footwear,West,Kohl's,0,California,31,77,25,2021,7
8740,2021-07-05,Men's Street Footwear,West,Kohl's,0,California,38,110,29,2021,7
8741,2021-05-25,Men's Street Footwear,West,Kohl's,0,California,39,123,32,2021,5
8742,2021-05-19,Men's Street Footwear,West,Kohl's,0,California,40,109,27,2021,5
8743,2021-04-25,Men's Street Footwear,West,Kohl's,0,California,30,86,29,2021,4
8744,2021-04-13,Men's Street Footwear,West,Kohl's,0,California,32,77,24,2021,4
8745,2021-05-13,Men's Street Footwear,West,Kohl's,0,California,36,92,26,2021,5
8746,2021-02-17,Men's Street Footwear,West,Kohl's,0,California,26,58,22,2021,2
8747,2021-04-18,Women's Apparel,West,Kohl's,0,California,43,89,21,2021,4
8748,2021-04-24,Women's Apparel,West,Kohl's,0,California,48,127,26,2021,4
8749,2021-12-05,Women's Apparel,West,Kohl's,0,California,49,103,21,2021,12
8750,2021-12-03,Women's Apparel,West,Kohl's,0,California,29,61,21,2021,12
8751,2021-06-04,Women's Apparel,West,Kohl's,0,California,33,64,19,2021,6
8752,2021-06-05,Women's Apparel,West,Kohl's,0,California,46,96,21,2021,6
8753,2021-04-30,Women's Apparel,West,Kohl's,0,California,51,114,22,2021,4
8754,2021-05-18,Women's Apparel,West,Kohl's,0,California,46,96,21,2021,5
8755,2021-05-24,Women's Apparel,West,Kohl's,0,California,49,117,24,2021,5
8756,2021-05-30,Women's Apparel,West,Kohl's,0,California,44,102,23,2021,5
8757,2021-03-18,Women's Apparel,West,Kohl's,0,California,32,67,21,2021,3
8758,2021-12-04,Women's Apparel,West,Kohl's,0,California,49,97,20,2021,12
8759,2021-04-22,Women's Athletic Footwear,West,Kohl's,0,California,32,62,19,2021,4
8760,2021-10-04,Women's Athletic Footwear,West,Kohl's,0,California,31,54,17,2021,10
8761,2021-04-16,Women's Athletic Footwear,West,Kohl's,0,California,33,64,19,2021,4
8762,2021-04-05,Women's Athletic Footwear,West,Kohl's,0,California,36,80,22,2021,4
8763,2021-03-22,Women's Athletic Footwear,West,Kohl's,0,California,36,63,18,2021,3
8764,2021-04-28,Women's Athletic Footwear,West,Kohl's,0,California,29,66,23,2021,4
8765,2021-05-28,Women's Athletic Footwear,West,Kohl's,0,California,35,78,22,2021,5
8766,2021-10-05,Women's Athletic Footwear,West,Kohl's,0,California,39,76,20,2021,10
8767,2021-03-16,Women's Athletic Footwear,West,Kohl's,0,California,34,61,18,2021,3
8768,2021-05-16,Women's Athletic Footwear,West,Kohl's,0,California,33,70,21,2021,5
8769,2021-05-22,Women's Athletic Footwear,West,Kohl's,0,California,33,73,22,2021,5
8770,2021-10-03,Women's Athletic Footwear,West,Kohl's,0,California,33,60,18,2021,10
8771,2021-05-15,Women's Street Footwear,West,Kohl's,0,California,33,69,21,2021,5
8772,2021-03-15,Women's Street Footwear,West,Kohl's,0,California,33,74,22,2021,3
8773,2021-04-21,Women's Street Footwear,West,Kohl's,0,California,35,82,23,2021,4
8774,2021-03-05,Women's Street Footwear,West,Kohl's,0,California,34,79,23,2021,3
8775,2021-04-15,Women's Street Footwear,West,Kohl's,0,California,36,77,22,2021,4
8776,2021-09-05,Women's Street Footwear,West,Kohl's,0,California,38,80,21,2021,9
8777,2021-03-21,Women's Street Footwear,West,Kohl's,0,California,33,73,22,2021,3
8778,2021-04-27,Women's Street Footwear,West,Kohl's,0,California,33,79,24,2021,4
8779,2021-05-21,Women's Street Footwear,West,Kohl's,0,California,35,78,22,2021,5
8780,2021-05-27,Women's Street Footwear,West,Kohl's,0,California,39,90,23,2021,5
8781,2021-09-04,Women's Street Footwear,West,Kohl's,0,California,38,78,21,2021,9
8782,2021-09-03,Women's Street Footwear,West,Kohl's,0,California,36,78,22,2021,9
8783,2021-02-08,Men's Athletic Footwear,Midwest,Sports Direct,0,Nebraska,30,2025,68,2021,2
8784,2021-01-08,Men's Street Footwear,Midwest,Sports Direct,0,Nebraska,20,1350,68,2021,1
8785,2021-04-08,Women's Athletic Footwear,Midwest,Sports Direct,0,Nebraska,35,1663,48,2021,4
